Month,Temp_Min_C,Temp_Max_C,Temp_Avg_C,Rainfall_Total_mm,Rainfall_Seasonal_mm,Humidity_%,Solar_Radiation_MJ_m2_day,Sunshine_Hours_hh_mm,Wind_Speed_kmph,Evapotranspiration_mm_day,Dew_Point_C,Heat_Stress_Days,Frost_Days,Soil_Type,Soil_pH,EC,Organic_Carbon_%,Soil_Moisture_%,Sand_%,Silt_%,Clay_%,Soil_Depth_cm,Water_Holding_Capacity_%,Nitrogen_kg_per_acre,Phosphorus_kg_per_acre,Potassium_kg_per_acre,Zinc_mg_per_kg,Iron_mg_per_kg,Copper_mg_per_kg,Manganese_mg_per_kg,Sulfur_kg_per_acre,Irrigation_Frequency_Level,Water_Quantity_liters_per_acre,Irrigation_Method_Type,Groundwater_Level_meters,Water_Quality_Category,Planting_Date,Harvesting_Date,Crop_Duration_Days,Seed_Rate,Row_Spacing_cm,Row_Gap_cm,Plant_Density,Intercropping,Weed_Control,Soil_Condition_At_Planting,Planting_Method,Mulching,Fertilizer_Split,Drainage_Condition,Variety,Germination_%,Tillering_Count,Cane_Height_cm,Cane_Diameter_cm,Internode_Length_cm,Brix_Value,Disease_Type,Disease_Severity,Pest_Level,Pesticide_Usage,Fertilizer_Type,Fertilizer_Quantity,Application_Timing,Machinery_Use,Labor_Input,Latitude,Longitude,Altitude_m,State,District,Tehsil,Agro_Cluster,Khasra_No,Sugar_Mill,Region,Year,Season,Growth_Stage,Yield_Quintal_per_Acre
Mar,16.409028361610403,24.41327890664771,20.054049236726698,1221.671466613415,789.5794012813451,52.49302009536309,22.984179225076385,9:01,13.426811768286143,,18.16496824958581,28.0,8.0,Sandy,8.336665843327893,1.6395839238280705,1.0799951431511798,21.723999517168597,39.15374178742236,23.766013404998056,39.17762970429666,57.90166677795935,,199.77104698290546,25.854177345405464,154.53847466931794,3.070852142719706,9.829466225755436,2.7464607440372855,1.3530144718107762,23.447380847264366,High,700.7145362498978,Sprinkler,11.113118742968547,Good,2023-02-26 17:06:12,2023-06-19 06:33:44,325.0,11.607830811140781,95.41372262989849,95.74199251330275,146446.18282178848,Yes,Chemical,Dry,Straight Row,No,Single,Poor,CoJ64,65.04815393479139,9.0,215.8226044804542,4.261540723896541,18.04690043986718,17.537620572264217,Leaf Scald,,High,8.12337231882394,DAP,160.67020990268134,Mid,Yes,13.043751334994237,30.12351920270007,78.26397364500696,243.94123239146782,Uttarakhand,Haridwar,Khanpur,Jwalapur_Cluster,3972.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Rabi,Mid,279.5950172126267
Feb,24.544351590397063,32.81551833705443,28.68639639823426,1603.593393959452,447.41822941438176,59.91087315608674,21.393706664347395,5:03,7.516345420489423,2.853805546995461,14.82900414697577,12.0,7.0,,6.2280688034905705,1.2587212595258752,1.4428140145029436,22.350271397391168,58.40051643037566,10.811190692544889,15.982425181684045,165.02419723899152,,191.99234245285973,85.26558384621578,69.27181727124412,4.70676411572473,9.335619915026586,2.1488170805917464,6.247479682589892,16.198967203273064,,1624.266278037068,Flood,15.263438043449895,,2023-11-09 19:33:54,2024-08-21 05:29:48,396.0,,77.0202569690245,91.76872636775227,130199.27255257222,Yes,Manual,Dry,,Yes,Single,Moderate,Co0238,85.66902658599969,12.0,320.19126922217856,3.7592412610094104,15.780524366261671,17.999783139361522,None,High,Low,8.097847768504044,Organic,181.70803204272408,Early,Yes,40.87593271155619,30.056056730073927,78.16898223737768,292.3052520980668,Uttarakhand,Haridwar,Haridwar,Bahadrabad_Cluster,8550.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Rabi,Late,177.19636844635653
Jul,,32.273790619566455,,,649.8179361085402,54.60866245000208,23.553429467200118,6:55,2.899842676322045,3.9148200448528794,17.541661031694485,27.0,0.0,Sandy,6.525724254460968,1.9324161012184708,1.4861912861080446,19.053398495277797,40.06706146261816,34.33072768273391,21.75906700258512,136.652666118176,28.299586971214048,151.22426958754997,95.92100563079948,155.02353574058287,0.9534037979560188,5.983765346634909,0.9637102224383673,6.288507412769643,8.626823220157283,Medium,1851.771015023942,Drip,1.295036819426922,Good,2020-05-31 10:43:12,2024-08-25 17:05:59,,9.70581217368972,97.90811265664983,94.80491329129921,137601.35241106077,Yes,Chemical,Dry,Circular,No,Single,Good,Co98014,83.94582756886905,11.0,295.6283909452494,4.707960561793762,23.2916769018947,15.634610587093887,Red Rot,High,High,0.2343933155167932,Urea,80.64425907223678,Early,No,47.79051569345391,30.05158366235966,78.25083308248463,291.25275025878017,Uttarakhand,Haridwar,Bhagwanpur,Jwalapur_Cluster,4571.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Kharif,Late,114.31657780313971
Jul,23.97644250803623,30.592372957666853,27.065810162217808,1529.504070157856,611.8017880529677,80.32702089536058,15.850009633165797,9:26,5.235486494528541,4.943985006900633,12.536349142295077,12.0,4.0,Sandy,8.174720345710094,1.7833930581699058,1.2027730552376776,15.799809509537157,35.258241999000795,11.617786480046554,12.346356297489365,144.21310386575664,32.5240904911863,219.65933252744065,68.53286297328441,74.26816462099495,1.8451517956589534,5.411654080553352,2.688916597012519,2.199603929441703,13.830699305702899,Medium,1116.1859763115372,Drip,16.217261346115208,Good,2023-04-21 16:49:43,2023-11-04 18:27:51,272.0,12.110287551863639,119.11476569317705,106.99569945277945,146371.48651796445,Yes,Chemical,Moist,Paired Row,No,Single,Poor,Co0238,82.28230443638165,19.0,205.5467665539858,2.737586620050105,22.77531814214534,22.47311214862011,Leaf Scald,Medium,High,8.99067511407308,Urea,167.41650244747345,,No,39.463082475640526,30.06317500064531,78.13992325165405,302.90361886747377,Uttarakhand,Haridwar,Bhagwanpur,Bahadrabad_Cluster,4339.0,Uttam Sugar Mills Ltd,,2020.0,Rabi,Early,249.55626686705904
Aug,29.39490786906052,40.01908959221295,33.629723989869625,1030.9704384843608,419.124281998237,88.40073672103422,21.76994873483929,7:49,14.860389096332604,2.084979232949074,24.547186385368022,29.0,6.0,Clay,6.705855954829331,1.0168461133911728,0.6284341524464763,21.244800993315444,56.982956145020374,10.225016512915486,30.89194880240995,80.70218260291233,34.54086384234079,218.09716724934356,36.71999822447755,40.656440814071985,3.193222794771714,4.24969847215328,0.5890521627151859,4.759018002858286,24.107862803280838,Medium,870.5839650689541,Sprinkler,16.41040002032973,Good,2023-10-15 10:43:13,2022-01-29 15:47:00,,5.402991993282025,85.67133260024721,66.58107708818423,127665.74316228234,Yes,Chemical,Dry,Paired Row,Yes,Single,Moderate,Co98014,90.11585556763,14.0,206.98562237183205,3.9904577976254543,12.855324439653302,20.793260873239007,Red Rot,Low,Medium,7.238699393508151,Urea,128.70708413785866,Late,,23.56643669279375,29.918023223493975,78.17599114725154,318.2047597435305,Uttarakhand,Haridwar,Haridwar,Landaura_Cluster,,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Kharif,Late,329.06463889930797
Jul,23.368319313584703,32.96670635061092,29.729713460955104,1973.5713432235611,796.7819733541928,53.96385801449726,24.933751070709754,7:36,9.659724936786567,2.0784523183156605,20.85254707963263,13.0,2.0,Clay,6.371960834344275,2.2229188511470923,1.3521186936238931,18.24159125841819,53.04369111443145,15.049330740749948,39.817890342084524,104.89570110582608,41.23108812331001,141.43827376055143,47.40565006807159,114.63050359371184,3.955676538724979,,2.805314667132852,3.4517916416061682,17.1325092361947,High,1899.3479258216253,Sprinkler,17.00199398652303,Saline,2023-12-30 22:32:50,2022-04-18 11:35:55,392.0,12.149234565346003,76.53824703344016,144.66242998495227,116360.63644216591,Yes,Manual,Dry,Paired Row,Yes,Single,Moderate,Co98014,79.77208642182279,6.0,235.88752367259423,2.8905405180172448,20.874667917033328,24.514021473912862,Smut,High,Medium,3.0154336001261717,Organic,85.90973484964513,Early,Yes,14.845043137571722,30.177991361731703,78.0101295215315,273.1047763293625,Uttarakhand,Haridwar,,Landaura_Cluster,7121.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Kharif,Late,202.46307989972684
Nov,17.551671596667457,26.282202680691693,21.669310708175015,1266.837624881253,420.39311122381395,80.65932357291138,18.29282453589476,7:30,3.083391105695676,4.966419928095963,16.720912595775772,3.0,3.0,Alluvial,7.185011887265333,2.354801799550031,0.4184642204127808,25.90656845536858,39.85479251991441,17.17164699721051,23.250968848722017,100.51945351213597,46.13109186457565,106.77085432331455,49.98092106405821,49.7580213929964,4.422356799680018,5.085341096896964,,7.989488250975974,15.894469236962504,Medium,1663.185093128154,Drip,7.390410064643142,Good,2021-11-29 10:50:54,2021-06-12 05:02:30,255.0,13.302027373436701,109.76187201554568,95.81680598227048,106855.26730731889,No,Manual,Wet,Paired Row,Yes,Single,Poor,Co0238,65.10867478652604,16.0,261.0203374021742,3.287937525879097,13.30270882343832,20.399813904481977,None,Low,Low,4.6433881778697685,Urea,159.2711926956623,Early,Yes,35.73371860605428,30.134707157765792,78.18384485368321,342.5753813673626,Uttarakhand,,Laksar,Manglore_Cluster,8591.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Rabi,Mid,349.40221506421045
Jul,24.817658805916565,39.70320443536717,31.771524124576736,853.2829587272364,589.8354215961208,63.8133726458731,26.155461450427694,8:49,9.761708052995225,5.411830262219422,10.425391881768132,24.0,,Clay,7.822837329353666,1.3104895891555222,1.3471826313490318,29.909675407866988,32.66203412724507,28.497749891235944,35.72254934615004,53.34522921582081,43.59949690651733,125.33255551883636,61.61667496041844,174.57182604011263,4.066189237634948,9.122597777033349,1.5137647604392233,7.853010793342042,9.379422789780843,Low,786.2068520091955,Flood,19.27674938612283,Saline,2020-10-23 06:02:57,2024-03-14 20:11:28,355.0,11.824422465383547,63.56031769780354,132.6572369651928,75641.10673483195,Yes,Manual,,Straight Row,No,Split,Moderate,CoJ64,84.5160676105001,19.0,161.27997730679323,3.4096650535947726,16.718869208058962,16.723363973917994,None,High,Low,,Urea,279.2405797210488,Late,No,27.65641744568121,29.97358738990183,78.28548551449512,273.59275633385056,Uttarakhand,Haridwar,Khanpur,Dhanauri_Cluster,6846.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Kharif,Early,160.5032057593999
May,32.89519458010567,48.02688958255033,40.4058057713326,1964.460587350985,420.8532855460791,58.216253223992354,19.059720198270313,5:44,6.271325085569408,3.000729510324809,,14.0,6.0,Clay,6.200837926719285,1.681412941889595,0.2958452097816026,33.762734375368275,37.97062936244817,22.483829993081585,12.518171808644883,175.53690131529157,46.543862609678044,200.2608350675519,95.00574355421745,119.18194158647016,4.77928009429655,9.22149706386698,1.128444385516375,5.26951838006733,22.99019148813593,Medium,1688.3965713028106,,4.910174855915526,Saline,2020-03-29 05:46:42,2022-03-06 16:20:02,329.0,5.797761870228809,106.25433725904641,126.11613232611845,60024.54895405083,No,Manual,Wet,Paired Row,No,Split,Good,CoJ64,75.96566051252482,5.0,158.38436320858898,4.239772134237171,15.18499243834181,18.144190195970054,,Medium,High,2.41518114069601,Urea,275.252475353463,Early,No,32.58023188356172,30.099585870082894,78.29930472053103,309.2798407865629,Uttarakhand,Haridwar,Laksar,Iqbalpur_Cluster,1872.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Kharif,Late,347.2549528182521
Sep,27.842014135260545,38.61286831794646,31.445911747423438,1025.7780182558668,855.4775555944417,61.660389977823264,28.918673851446233,5:30,14.025575525639267,3.257587298769127,12.010284121820561,21.0,5.0,Clay,,0.8722150007143538,0.44498693986711746,10.044498712967508,28.135678709487465,31.013877607848478,12.012664842409208,85.82688055400462,29.415191130089845,69.13708967158891,73.49093325747236,153.79430446086434,2.6776338956172703,6.0754744600149975,2.305494308876861,7.961880806944838,27.087851378929084,Medium,680.8217864906569,Flood,8.832937797198674,Moderate,2021-04-15 18:44:13,2024-11-04 04:52:11,322.0,9.931881768849914,115.76600852031874,117.61473052977456,58060.65664149647,No,Manual,Wet,Circular,Yes,Single,Good,Co0238,77.88635256177443,22.0,328.9539855609417,4.283198495496871,,24.97700846610324,None,Low,Low,5.940608818691112,DAP,141.70348904986668,Mid,Yes,11.356544197353378,30.056792462669545,78.29967257059627,,Uttarakhand,Haridwar,Haridwar,Bahadrabad_Cluster,7696.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Rabi,,291.51962002982344
Sep,26.733599379458404,37.237792389369154,32.347085702650254,884.9642164555061,1028.3738127889537,53.86931801410241,29.522997186945524,5:39,2.806618986696662,3.8128342261333197,12.13363649643582,10.0,6.0,Sandy,6.19679897843841,1.418311911395908,0.4856436228592711,25.74842650512684,33.90856129268346,15.193154182321019,26.85760462282965,188.29321644757061,52.448935567690356,194.54702718952439,69.21213853412675,151.77233514309833,2.769083489439765,9.251338744841938,1.2602191027196565,2.3704883645975245,12.667358686273886,Low,1481.142608573484,,5.420263756726251,Good,2022-03-18 20:58:47,2024-10-28 14:18:11,325.0,12.069364188950297,104.38397677608384,124.61190648938896,114817.959764245,No,Manual,Dry,Circular,No,Split,Poor,CoJ64,,9.0,294.0047537294394,4.657699736705704,16.765998961277347,17.119348502838456,Red Rot,Medium,High,2.2137435982311384,DAP,261.9423238021193,Early,Yes,,29.929279988552246,78.28934261734925,309.1726965893407,Uttarakhand,,Roorkee,Manglore_Cluster,3061.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Rabi,Late,258.668757789328
Jan,9.426063409519177,23.503720719349896,16.040716770712194,967.3585563982178,613.3731889338568,82.25565201844188,29.197589930961865,5:15,10.649969015125118,5.2732436513665615,18.159275764597822,13.0,4.0,Sandy,8.488053133390327,2.262223395627012,0.31182150529811353,,51.30368304463178,29.89772874568573,38.305279988919494,162.88970791296424,42.75181240012616,89.03765109932742,71.23309377442604,,1.8382336613491428,4.361893458900713,1.8773059908024883,1.899097826970324,18.220147414191125,Low,979.2472816520694,Sprinkler,6.072624033645788,Moderate,2022-10-20 19:00:13,2024-03-25 19:02:21,306.0,9.875069544100395,107.31448045745515,149.92856676806602,146599.4538295837,Yes,Chemical,Moist,Straight Row,No,Single,Poor,CoJ64,64.48874465236237,23.0,324.91080340858406,3.9449569884835136,21.251404440403462,19.657381475106604,Smut,High,Medium,,Organic,235.87570398812545,Mid,Yes,29.860708828443695,29.82250157907354,78.11274042365105,263.2604541202597,Uttarakhand,Haridwar,Roorkee,Jwalapur_Cluster,3675.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Kharif,Late,149.58067533859705
Nov,24.423283476677494,31.364760135879788,27.608543445144957,1291.8931858021663,891.9337939328475,66.17267254458748,15.764003697836007,6:34,2.8248322567059367,3.111651964396249,22.771182980451684,5.0,6.0,Clay,7.901790372547681,1.4909684875883973,0.7237641587067731,35.68983984939068,33.38643023837268,,,,27.551602598146623,242.182614191651,86.16799200523457,185.34571888664138,1.6610174131954116,7.996625513891901,0.2265407991704231,4.162879876801856,14.698998299378205,Low,1299.2108063538221,Flood,2.601440029745838,Saline,2022-12-12 09:05:07,2024-11-12 21:37:10,396.0,11.068615235834265,65.48961833417364,,87163.01698776733,No,Manual,Dry,Straight Row,Yes,Single,Good,Co98014,97.05727810357178,14.0,346.9099059302853,4.654728916597318,12.913848001446889,18.012409185472002,None,Medium,High,0.8362087754760117,Organic,168.97648884259775,Late,No,43.7498497620927,30.055231039265042,78.00154733542233,254.13786856600908,Uttarakhand,Haridwar,Haridwar,PiranKaliyar_Cluster,2059.0,Uttam Sugar Mills Ltd,,2019.0,Kharif,Mid,266.09773603292973
Dec,4.29861379930107,16.814253821796665,10.424699092565332,,818.012501452841,84.65351587834208,18.667450710885962,9:35,14.661612815982718,4.474067154386393,11.685508800304174,21.0,8.0,Loamy,7.377751515023937,1.6662612110185544,1.4058921928682833,28.923656036491277,30.047756234143485,17.04751239860613,14.732546718223656,161.88902310217762,32.92067465295968,60.689837441192026,32.105609409599964,87.74259347674655,2.828923322331859,4.229202257970857,2.01460961831739,2.024316233827145,21.732043232662907,Low,1059.4424737850072,Sprinkler,14.484242423082607,Moderate,2022-11-05 07:22:53,2023-07-29 15:49:39,364.0,,108.16129342874041,89.19250192886966,147885.43073117489,Yes,Manual,Moist,Trench,Yes,Single,Good,,86.74369348287497,21.0,347.3691860802845,4.589194352606571,17.380019999785553,18.740776290750627,Red Rot,Medium,Medium,8.506532306616595,DAP,89.41704655725707,Early,Yes,39.27323894895593,30.042726667420222,78.09812771878988,,Uttarakhand,Haridwar,Roorkee,Narsan_Cluster,6571.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Rabi,Mid,253.50890613871815
Feb,12.719612449030908,24.161316965910387,20.448535680235686,1668.9166913268618,730.7911307180038,55.4489309666386,26.082652638817898,9:39,6.472134769148997,7.47427298019229,20.06532393456958,28.0,4.0,Alluvial,7.052163123787517,1.3055818943924693,0.5613470609027155,26.539319524991413,31.633738289991147,27.20864025369985,38.32503458755005,,58.70625390512096,165.30449895583763,29.661083693871795,54.94026970144489,1.3511646648158526,6.195304717483226,2.2969187210309543,1.8608433775981696,18.579991487236036,Low,759.3859361768217,Flood,2.302155190652844,Moderate,2021-12-08 18:23:51,2023-11-03 18:38:12,394.0,,84.73553402469541,79.06661603414803,,Yes,Manual,Dry,Trench,Yes,Single,,CoJ64,86.21598080026665,8.0,284.1442858531101,2.806186273305593,10.812526173661182,17.894536568388283,Smut,Low,Medium,6.6119008794654475,Organic,145.21551066623465,Late,Yes,35.32430502436851,30.086938236775353,78.12473414311442,268.36402467196723,Uttarakhand,,Bhagwanpur,PiranKaliyar_Cluster,4481.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Rabi,Late,361.5568857830719
Sep,24.46163510725352,33.82533735071231,29.697437629906837,1797.6690092804947,638.6829045223067,83.48698281377776,24.01435966008006,9:48,4.142427914325762,6.692256498241727,16.072893001167095,6.0,9.0,Clay,6.998474262012686,0.8031795426665139,0.5733890774183896,34.646655367245785,43.01386889620313,24.30026601729609,10.55617624332478,126.21717052345237,51.00279964384382,199.96276764634553,115.08010002842705,117.3577433187831,4.979801635766385,7.950511739687843,1.1538534431906844,3.34918914428515,18.949517039664002,High,610.9187042241261,Flood,,Saline,2022-11-24 23:10:53,2023-12-17 05:39:52,327.0,14.105341952231651,65.54907114414523,143.93902928130984,87098.76530433365,No,Manual,Moist,Paired Row,Yes,Single,Good,CoJ64,76.05752918279478,8.0,247.41396214536869,4.37605255984119,10.98852100851496,20.76127350240117,Leaf Scald,Medium,High,6.905138043158507,DAP,122.50260362106268,Mid,Yes,11.306739667545017,,78.16513702166878,330.50291204593196,Uttarakhand,Haridwar,Khanpur,Jwalapur_Cluster,,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Rabi,Late,315.20786201674764
Jun,27.727349738110156,42.142941862403674,34.70343267076207,1213.240265981905,432.0885176765785,62.48754947089202,21.144422493598263,6:30,2.221657098834321,3.599152119806826,21.44259455603808,19.0,2.0,Clay,7.136750167852943,0.9784172532146108,1.353743894104407,13.343664174557091,36.622690851610656,26.77095991326297,11.54614187589719,71.92187860911511,50.6077912828232,225.68952600326526,91.00453452462074,185.3099168034164,3.1537541947267824,7.386001301838103,0.8766848271877705,4.026294613645971,7.618369391811057,Low,854.0416798811059,Flood,12.601198399610688,Good,2021-11-19 22:32:55,2024-12-11 09:33:43,360.0,,60.15485314664042,138.84835608539805,93555.30858734564,Yes,Chemical,Wet,Straight Row,No,Split,Moderate,Co98014,99.01277850076326,11.0,306.7695363519846,2.0224676527592447,18.124981049325907,18.885899805166773,Red Rot,Medium,Medium,2.7097295694127754,Urea,84.27430517317009,Early,No,24.390778871345773,30.14367261229307,78.14454086810382,322.74463579496796,Uttarakhand,Haridwar,Bhagwanpur,Manglore_Cluster,5320.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Rabi,Mid,406.3340770728161
Nov,23.41837047418254,33.22414944444116,29.03607844346795,1751.2405406735825,644.8121929716431,62.36770397237801,27.166696993481935,7:26,14.32003866459682,2.2828374417723967,20.563256196283888,12.0,5.0,Loamy,6.806130385312762,1.3054999549408695,1.012709451797336,15.363558490423143,30.301891474344643,28.915887432533786,23.03146073160908,164.93522632318775,40.868169928937945,193.92848026661017,60.70996598985891,110.48397604335103,0.900649369864641,3.310451994300969,1.0889021877705733,1.6961734197724692,17.672907555967786,High,729.6143229055223,Sprinkler,9.986860087228086,Saline,2020-03-04 03:34:50,2022-08-25 18:45:53,320.0,7.340494412431218,,142.83808985851812,122376.64294498673,No,Manual,Wet,Trench,No,Split,Moderate,CoJ64,64.65689199461194,23.0,282.24621984763087,4.608100926124333,23.407177589038564,16.491569734291126,None,Medium,Low,1.3484089599446325,DAP,81.01680117735411,Late,No,29.908767314996258,30.12177837237251,78.18544062699438,298.06382169209127,Uttarakhand,Haridwar,Roorkee,Narsan_Cluster,8588.0,Uttam Sugar Mills Ltd,Uttarakhand,,Rabi,Early,400.7919608530978
,20.291900789007904,33.13829956518144,27.160904531853074,824.3725614000215,747.7556114466942,,22.282047311785714,7:32,12.5015048522793,3.6219696185923036,21.641004406982557,19.0,9.0,Alluvial,7.228639563616447,1.1332806549615044,1.4971444483324323,33.36838831567323,32.48818973036515,19.019472806578577,14.286740596011875,67.40891644796534,35.88549771713795,243.46855535421994,61.87620141519077,136.18675388746993,2.7572817482529466,9.60386048948713,1.1003178099929753,7.136082899893604,25.924479864023134,High,879.9325139991831,,1.441291225044914,Moderate,2023-08-16 18:25:09,2024-12-08 03:15:12,333.0,12.041409899874921,109.681892155989,139.55005470925312,136243.00318858447,No,Chemical,Wet,Straight Row,,Single,Poor,CoJ64,94.70545930906098,22.0,251.32937697043212,2.0242411995540435,11.200560002843067,19.809438023132532,,Low,High,8.242229153783587,,90.06774800400319,Mid,No,23.938511880834117,30.02464415621056,78.10407609434293,281.7428753091813,Uttarakhand,Haridwar,Khanpur,Landaura_Cluster,5488.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Rabi,Late,403.76504269743475
